loser,winner,result,year,link
Matt Wiman,Spencer Fisher,win,2006,http://www.ufcstats.com/event-details/a54a35a670d8e852
Chael Sonnen,Jeremy Horn,win,2006,http://www.ufcstats.com/event-details/a54a35a670d8e852
Joe Riggs,Mike Swick,win,2006,http://www.ufcstats.com/event-details/a54a35a670d8e852
Assuerio Silva,Brandon Vera,win,2006,http://www.ufcstats.com/event-details/a54a35a670d8e852
John Alessio,Diego Sanchez,win,2006,http://www.ufcstats.com/event-details/a54a35a670d8e852
Alessio Sakara,Dean Lister,win,2006,http://www.ufcstats.com/event-details/a54a35a670d8e852
Royce Gracie,Matt Hughes,win,2006,http://www.ufcstats.com/event-details/a54a35a670d8e852
Wes Combs,Mike Nickels,win,2006,http://www.ufcstats.com/event-details/1dab0d1d81dd06db
Jesse Forbes,Matt Hamill,win,2006,http://www.ufcstats.com/event-details/1dab0d1d81dd06db
Solomon Hutcherson,Luigi Fioravanti,win,2006,http://www.ufcstats.com/event-details/1dab0d1d81dd06db
Danny Abbadi,Kalib Starnes,win,2006,http://www.ufcstats.com/event-details/1dab0d1d81dd06db
Ross Pointon,Rory Singer,win,2006,http://www.ufcstats.com/event-details/1dab0d1d81dd06db
Wilson Gouveia,Keith Jardine,win,2006,http://www.ufcstats.com/event-details/1dab0d1d81dd06db
Ed Herman,Kendall Grove,win,2006,http://www.ufcstats.com/event-details/1dab0d1d81dd06db
Josh Haynes,Michael Bisping,win,2006,http://www.ufcstats.com/event-details/1dab0d1d81dd06db
Sam Stout,Kenny Florian,win,2006,http://www.ufcstats.com/event-details/1dab0d1d81dd06db
Justin Levens,Jorge Santiago,win,2006,http://www.ufcstats.com/event-details/445a98acb8985970
Kristian Rothaermel,Rob MacDonald,win,2006,http://www.ufcstats.com/event-details/445a98acb8985970
Thiago Alves,Jon Fitch,win,2006,http://www.ufcstats.com/event-details/445a98acb8985970
Branden Lee Hinkle,Jason Lambert,win,2006,http://www.ufcstats.com/event-details/445a98acb8985970
Dave Menne,Josh Koscheck,win,2006,http://www.ufcstats.com/event-details/445a98acb8985970
Jorge Gurgel,Mark Hominick,win,2006,http://www.ufcstats.com/event-details/445a98acb8985970
Stephan Bonnar,Rashad Evans,win,2006,http://www.ufcstats.com/event-details/445a98acb8985970
Chris Leben,Anderson Silva,win,2006,http://www.ufcstats.com/event-details/445a98acb8985970
Luke Cummo,Jonathan Goulet,win,2006,http://www.ufcstats.com/event-details/445a98acb8985970
Kurt Pellegrino,Drew Fickett,win,2006,http://www.ufcstats.com/event-details/f70144caea5c4c80
Gilbert Aldana,Cheick Kongo,win,2006,http://www.ufcstats.com/event-details/f70144caea5c4c80
Anthony Perosh,Jeff Monson,win,2006,http://www.ufcstats.com/event-details/f70144caea5c4c80
Joe Jordan,Hermes Franca,win,2006,http://www.ufcstats.com/event-details/f70144caea5c4c80
Yves Edwards,Joe Stevenson,win,2006,http://www.ufcstats.com/event-details/f70144caea5c4c80
Dan Christison,Frank Mir,win,2006,http://www.ufcstats.com/event-details/f70144caea5c4c80
Ken Shamrock,Tito Ortiz,win,2006,http://www.ufcstats.com/event-details/f70144caea5c4c80
Josh Neer,Joshua Burkman,win,2006,http://www.ufcstats.com/event-details/f70144caea5c4c80
Andrei Arlovski,Tim Sylvia,win,2006,http://www.ufcstats.com/event-details/f70144caea5c4c80
Pat Healy,Anthony Torres,win,2006,http://www.ufcstats.com/event-details/46c8ec317aff28ac
Sammy Morgan,Forrest Petz,win,2006,http://www.ufcstats.com/event-details/46c8ec317aff28ac
Kristof Midoux,Jake O'Brien,win,2006,http://www.ufcstats.com/event-details/46c8ec317aff28ac
Jason Von Flue,Joe Riggs,win,2006,http://www.ufcstats.com/event-details/46c8ec317aff28ac
Crafton Wallace,Martin Kampmann,win,2006,http://www.ufcstats.com/event-details/46c8ec317aff28ac
Jonathan Goulet,Josh Koscheck,win,2006,http://www.ufcstats.com/event-details/46c8ec317aff28ac
Yuki Sasaki,Dean Lister,win,2006,http://www.ufcstats.com/event-details/46c8ec317aff28ac
Jorge Santiago,Chris Leben,win,2006,http://www.ufcstats.com/event-details/46c8ec317aff28ac
Karo Parisyan,Diego Sanchez,win,2006,http://www.ufcstats.com/event-details/46c8ec317aff28ac
Alan Belcher,Yushin Okami,win,2006,http://www.ufcstats.com/event-details/f717b6002486f73f
Cory Walmsley,David Heath,win,2006,http://www.ufcstats.com/event-details/f717b6002486f73f
Wes Combs,Wilson Gouveia,win,2006,http://www.ufcstats.com/event-details/f717b6002486f73f
Rob MacDonald,Eric Schafer,win,2006,http://www.ufcstats.com/event-details/f717b6002486f73f
Jamie Varner,Hermes Franca,win,2006,http://www.ufcstats.com/event-details/f717b6002486f73f
Christian Wellisch,Cheick Kongo,win,2006,http://www.ufcstats.com/event-details/f717b6002486f73f
Josh Neer,Nick Diaz,win,2006,http://www.ufcstats.com/event-details/f717b6002486f73f
Stephan Bonnar,Forrest Griffin,win,2006,http://www.ufcstats.com/event-details/f717b6002486f73f
Renato Sobral,Chuck Liddell,win,2006,http://www.ufcstats.com/event-details/f717b6002486f73f
David Lee,Tyson Griffin,win,2006,http://www.ufcstats.com/event-details/13e62d766b709aa6
Danny Abbadi,Jorge Gurgel,win,2006,http://www.ufcstats.com/event-details/13e62d766b709aa6
Mario Neto,Eddie Sanchez,win,2006,http://www.ufcstats.com/event-details/13e62d766b709aa6
Jason Dent,Roger Huerta,win,2006,http://www.ufcstats.com/event-details/13e62d766b709aa6
Jens Pulver,Joe Lauzon,win,2006,http://www.ufcstats.com/event-details/13e62d766b709aa6
Jason Lambert,Rashad Evans,win,2006,http://www.ufcstats.com/event-details/13e62d766b709aa6
Gabe Ruediger,Melvin Guillard,win,2006,http://www.ufcstats.com/event-details/13e62d766b709aa6
David Loiseau,Mike Swick,win,2006,http://www.ufcstats.com/event-details/13e62d766b709aa6
BJ Penn,Matt Hughes,win,2006,http://www.ufcstats.com/event-details/13e62d766b709aa6
Junior Assuncao,Kurt Pellegrino,win,2006,http://www.ufcstats.com/event-details/13b2f59210dda9cc
Justin James,Clay Guida,win,2006,http://www.ufcstats.com/event-details/13b2f59210dda9cc
Kalib Starnes,Yushin Okami,win,2006,http://www.ufcstats.com/event-details/13b2f59210dda9cc
Dan Lauzon,Spencer Fisher,win,2006,http://www.ufcstats.com/event-details/13b2f59210dda9cc
Cheick Kongo,Carmelo Marrero,win,2006,http://www.ufcstats.com/event-details/13b2f59210dda9cc
Kuniyoshi Hironaka,Jon Fitch,win,2006,http://www.ufcstats.com/event-details/13b2f59210dda9cc
Kenny Florian,Sean Sherk,win,2006,http://www.ufcstats.com/event-details/13b2f59210dda9cc
Rich Franklin,Anderson Silva,win,2006,http://www.ufcstats.com/event-details/13b2f59210dda9cc
Thales Leites,Martin Kampmann,win,2006,http://www.ufcstats.com/event-details/baf942f4bcb09894
Gideon Ray,Charles McCarthy,win,2006,http://www.ufcstats.com/event-details/baf942f4bcb09894
Pete Sell,Scott Smith,win,2006,http://www.ufcstats.com/event-details/baf942f4bcb09894
Jeremy Jackson,Pete Spratt,win,2006,http://www.ufcstats.com/event-details/baf942f4bcb09894
Edwin DeWees,Jorge Rivera,win,2006,http://www.ufcstats.com/event-details/baf942f4bcb09894
Rich Clementi,Din Thomas,win,2006,http://www.ufcstats.com/event-details/baf942f4bcb09894
Patrick Cote,Travis Lutter,win,2006,http://www.ufcstats.com/event-details/baf942f4bcb09894
Chris Lytle,Matt Serra,win,2006,http://www.ufcstats.com/event-details/baf942f4bcb09894
Josh Shockman,Jake O'Brien,win,2006,http://www.ufcstats.com/event-details/3fed746acfd026dd
Hector Ramirez,James Irvin,win,2006,http://www.ufcstats.com/event-details/3fed746acfd026dd
Sherman Pendergarst,Antoni Hardonk,win,2006,http://www.ufcstats.com/event-details/3fed746acfd026dd
Gleison Tibau,Nick Diaz,win,2006,http://www.ufcstats.com/event-details/3fed746acfd026dd
Dokonjonosuke Mishima,Joe Stevenson,win,2006,http://www.ufcstats.com/event-details/3fed746acfd026dd
Frank Mir,Brandon Vera,win,2006,http://www.ufcstats.com/event-details/3fed746acfd026dd
Alessio Sakara,Drew McFedries,win,2006,http://www.ufcstats.com/event-details/3fed746acfd026dd
Jeff Monson,Tim Sylvia,win,2006,http://www.ufcstats.com/event-details/3fed746acfd026dd
Matt Hughes,Georges St-Pierre,win,2006,http://www.ufcstats.com/event-details/3fed746acfd026dd
Steve Byrnes,Logan Clark,win,2006,http://www.ufcstats.com/event-details/21b8a0f5c231096f
Keita Nakamura,Brock Larson,win,2006,http://www.ufcstats.com/event-details/21b8a0f5c231096f
Dave Menne,Luigi Fioravanti,win,2006,http://www.ufcstats.com/event-details/21b8a0f5c231096f
Jorge Santiago,Alan Belcher,win,2006,http://www.ufcstats.com/event-details/21b8a0f5c231096f
Victor Valimaki,David Heath,win,2006,http://www.ufcstats.com/event-details/21b8a0f5c231096f
Shonie Carter,Marcus Davis,win,2006,http://www.ufcstats.com/event-details/21b8a0f5c231096f
Drew Fickett,Karo Parisyan,win,2006,http://www.ufcstats.com/event-details/21b8a0f5c231096f
Jeff Joslin,Josh Koscheck,win,2006,http://www.ufcstats.com/event-details/21b8a0f5c231096f
Joe Riggs,Diego Sanchez,win,2006,http://www.ufcstats.com/event-details/21b8a0f5c231096f
Anthony Perosh,Christian Wellisch,win,2006,http://www.ufcstats.com/event-details/ee5df903f80c6816
Rory Singer,Yushin Okami,win,2006,http://www.ufcstats.com/event-details/ee5df903f80c6816
Carmelo Marrero,Gabriel Gonzaga,win,2006,http://www.ufcstats.com/event-details/ee5df903f80c6816
Tony DeSouza,Thiago Alves,win,2006,http://www.ufcstats.com/event-details/ee5df903f80c6816
Eric Schafer,Michael Bisping,win,2006,http://www.ufcstats.com/event-details/ee5df903f80c6816
Marcio Cruz,Andrei Arlovski,win,2006,http://www.ufcstats.com/event-details/ee5df903f80c6816
Chris Leben,Jason MacDonald,win,2006,http://www.ufcstats.com/event-details/ee5df903f80c6816
Forrest Griffin,Keith Jardine,win,2006,http://www.ufcstats.com/event-details/ee5df903f80c6816
Tito Ortiz,Chuck Liddell,win,2006,http://www.ufcstats.com/event-details/ee5df903f80c6816
Ross Pointon,Rich Clementi,win,2007,http://www.ufcstats.com/event-details/13c4313ed0f744f3
Clay Guida,Din Thomas,win,2007,http://www.ufcstats.com/event-details/13c4313ed0f744f3
Chris Price,Ed Herman,win,2007,http://www.ufcstats.com/event-details/13c4313ed0f744f3
Chad Reiner,Joshua Burkman,win,2007,http://www.ufcstats.com/event-details/13c4313ed0f744f3
Dean Lister,Nate Marquardt,win,2007,http://www.ufcstats.com/event-details/13c4313ed0f744f3
Spencer Fisher,Hermes Franca,win,2007,http://www.ufcstats.com/event-details/13c4313ed0f744f3
Heath Herring,Jake O'Brien,win,2007,http://www.ufcstats.com/event-details/13c4313ed0f744f3
Sean Salmon,Rashad Evans,win,2007,http://www.ufcstats.com/event-details/13c4313ed0f744f3
Diego Saraiva,Dustin Hazelett,win,2007,http://www.ufcstats.com/event-details/63b65af1c5cb02cb
Sam Hoger,Lyoto Machida,win,2007,http://www.ufcstats.com/event-details/63b65af1c5cb02cb
Tyson Griffin,Frankie Edgar,win,2007,http://www.ufcstats.com/event-details/63b65af1c5cb02cb
Jorge Rivera,Terry Martin,win,2007,http://www.ufcstats.com/event-details/63b65af1c5cb02cb
Scott Smith,Patrick Cote,win,2007,http://www.ufcstats.com/event-details/63b65af1c5cb02cb
Marvin Eastman,Quinton Jackson,win,2007,http://www.ufcstats.com/event-details/63b65af1c5cb02cb
John Halverson,Roger Huerta,win,2007,http://www.ufcstats.com/event-details/63b65af1c5cb02cb
Eddie Sanchez,Mirko Filipovic,win,2007,http://www.ufcstats.com/event-details/63b65af1c5cb02cb
Travis Lutter,Anderson Silva,win,2007,http://www.ufcstats.com/event-details/63b65af1c5cb02cb
Jason Gilliam,Jamie Varner,win,2007,http://www.ufcstats.com/event-details/de3ed2e152520c8d
Jason Dent,Gleison Tibau,win,2007,http://www.ufcstats.com/event-details/de3ed2e152520c8d
Luigi Fioravanti,Jon Fitch,win,2007,http://www.ufcstats.com/event-details/de3ed2e152520c8d
Rex Holman,Matt Hamill,win,2007,http://www.ufcstats.com/event-details/de3ed2e152520c8d
Renato Sobral,Jason Lambert,win,2007,http://www.ufcstats.com/event-details/de3ed2e152520c8d
Chris Lytle,Matt Hughes,win,2007,http://www.ufcstats.com/event-details/de3ed2e152520c8d
Jason MacDonald,Rich Franklin,win,2007,http://www.ufcstats.com/event-details/de3ed2e152520c8d
Drew McFedries,Martin Kampmann,win,2007,http://www.ufcstats.com/event-details/de3ed2e152520c8d
Tim Sylvia,Randy Couture,win,2007,http://www.ufcstats.com/event-details/de3ed2e152520c8d
Naoyuki Kotani,Thiago Tavares,win,2007,http://www.ufcstats.com/event-details/a6c2f5381d575920
Rich Clementi,Roan Carneiro,win,2007,http://www.ufcstats.com/event-details/a6c2f5381d575920
Forrest Petz,Kuniyoshi Hironaka,win,2007,http://www.ufcstats.com/event-details/a6c2f5381d575920
Nate Mohr,Kurt Pellegrino,win,2007,http://www.ufcstats.com/event-details/a6c2f5381d575920
Keita Nakamura,Drew Fickett,win,2007,http://www.ufcstats.com/event-details/a6c2f5381d575920
Seth Petruzelli,Wilson Gouveia,win,2007,http://www.ufcstats.com/event-details/a6c2f5381d575920
Dokonjonosuke Mishima,Kenny Florian,win,2007,http://www.ufcstats.com/event-details/a6c2f5381d575920
Antoni Hardonk,Justin McCully,win,2007,http://www.ufcstats.com/event-details/a6c2f5381d575920
Melvin Guillard,Joe Stevenson,win,2007,http://www.ufcstats.com/event-details/a6c2f5381d575920
Josh Haynes,Luke Cummo,win,2007,http://www.ufcstats.com/event-details/c1684f00c626f4c0
Pete Spratt,Marcus Davis,win,2007,http://www.ufcstats.com/event-details/c1684f00c626f4c0
Pete Sell,Thales Leites,win,2007,http://www.ufcstats.com/event-details/c1684f00c626f4c0
Brad Imes,Heath Herring,win,2007,http://www.ufcstats.com/event-details/c1684f00c626f4c0
Alan Belcher,Kendall Grove,win,2007,http://www.ufcstats.com/event-details/c1684f00c626f4c0
Mike Swick,Yushin Okami,win,2007,http://www.ufcstats.com/event-details/c1684f00c626f4c0
Leonard Garcia,Roger Huerta,win,2007,http://www.ufcstats.com/event-details/c1684f00c626f4c0
Diego Sanchez,Josh Koscheck,win,2007,http://www.ufcstats.com/event-details/c1684f00c626f4c0
Georges St-Pierre,Matt Serra,win,2007,http://www.ufcstats.com/event-details/c1684f00c626f4c0
Edilberto de Oliveira,Paul Taylor,win,2007,http://www.ufcstats.com/event-details/4604ab1de9058474
Dennis Siver,Jess Liaudin,win,2007,http://www.ufcstats.com/event-details/4604ab1de9058474
Victor Valimaki,Alessio Sakara,win,2007,http://www.ufcstats.com/event-details/4604ab1de9058474
David Lee,Junior Assuncao,win,2007,http://www.ufcstats.com/event-details/4604ab1de9058474
Matt Grice,Terry Etim,win,2007,http://www.ufcstats.com/event-details/4604ab1de9058474
Assuerio Silva,Cheick Kongo,win,2007,http://www.ufcstats.com/event-details/4604ab1de9058474
David Heath,Lyoto Machida,win,2007,http://www.ufcstats.com/event-details/4604ab1de9058474
Elvis Sinosic,Michael Bisping,win,2007,http://www.ufcstats.com/event-details/4604ab1de9058474
Fabricio Werdum,Andrei Arlovski,win,2007,http://www.ufcstats.com/event-details/4604ab1de9058474
Mirko Filipovic,Gabriel Gonzaga,win,2007,http://www.ufcstats.com/event-details/4604ab1de9058474
Carmelo Marrero,Wilson Gouveia,win,2007,http://www.ufcstats.com/event-details/2e04a3b4a2011b97
Jeremy Stephens,Din Thomas,win,2007,http://www.ufcstats.com/event-details/2e04a3b4a2011b97
Sean Salmon,Alan Belcher,win,2007,http://www.ufcstats.com/event-details/2e04a3b4a2011b97
James Irvin,Thiago Silva,win,2007,http://www.ufcstats.com/event-details/2e04a3b4a2011b97
Chris Leben,Kalib Starnes,win,2007,http://www.ufcstats.com/event-details/2e04a3b4a2011b97
Keith Jardine,Houston Alexander,win,2007,http://www.ufcstats.com/event-details/2e04a3b4a2011b97
Ivan Salaverry,Terry Martin,win,2007,http://www.ufcstats.com/event-details/2e04a3b4a2011b97
Joshua Burkman,Karo Parisyan,win,2007,http://www.ufcstats.com/event-details/2e04a3b4a2011b97
Chuck Liddell,Quinton Jackson,win,2007,http://www.ufcstats.com/event-details/2e04a3b4a2011b97
Luke Caudillo,Nate Mohr,win,2007,http://www.ufcstats.com/event-details/304fcd812f12c589
Chad Reiner,Anthony Johnson,win,2007,http://www.ufcstats.com/event-details/304fcd812f12c589
Jeff Cox,Gleison Tibau,win,2007,http://www.ufcstats.com/event-details/304fcd812f12c589
Pete Spratt,Tamdan McCrory,win,2007,http://www.ufcstats.com/event-details/304fcd812f12c589
Luigi Fioravanti,Forrest Petz,win,2007,http://www.ufcstats.com/event-details/304fcd812f12c589
Jason Black,Thiago Tavares,win,2007,http://www.ufcstats.com/event-details/304fcd812f12c589
Jordan Radev,Drew McFedries,win,2007,http://www.ufcstats.com/event-details/304fcd812f12c589
Roan Carneiro,Jon Fitch,win,2007,http://www.ufcstats.com/event-details/304fcd812f12c589
Sam Stout,Spencer Fisher,win,2007,http://www.ufcstats.com/event-details/304fcd812f12c589
Stevie Lynch,Dustin Hazelett,win,2007,http://www.ufcstats.com/event-details/5ca158b1cc9cb242
Colin Robinson,Eddie Sanchez,win,2007,http://www.ufcstats.com/event-details/5ca158b1cc9cb242
Jason Tan,Marcus Davis,win,2007,http://www.ufcstats.com/event-details/5ca158b1cc9cb242
Scott Smith,Ed Herman,win,2007,http://www.ufcstats.com/event-details/5ca158b1cc9cb242
Clay Guida,Tyson Griffin,win,2007,http://www.ufcstats.com/event-details/5ca158b1cc9cb242
Rory Singer,Jason MacDonald,win,2007,http://www.ufcstats.com/event-details/5ca158b1cc9cb242
Hector Ramirez,Forrest Griffin,win,2007,http://www.ufcstats.com/event-details/5ca158b1cc9cb242
Yushin Okami,Rich Franklin,win,2007,http://www.ufcstats.com/event-details/5ca158b1cc9cb242
Brian Geraghty,Matt Wiman,win,2007,http://www.ufcstats.com/event-details/e7ec11096eac0282
Allen Berube,Leonard Garcia,win,2007,http://www.ufcstats.com/event-details/e7ec11096eac0282
Rob Emerson,Gray Maynard,nc,2007,http://www.ufcstats.com/event-details/e7ec11096eac0282
Andy Wang,Cole Miller,win,2007,http://www.ufcstats.com/event-details/e7ec11096eac0282
Brandon Melendez,Joe Lauzon,win,2007,http://www.ufcstats.com/event-details/e7ec11096eac0282
Doug Evans,Roger Huerta,win,2007,http://www.ufcstats.com/event-details/e7ec11096eac0282
Floyd Sword,Thales Leites,win,2007,http://www.ufcstats.com/event-details/e7ec11096eac0282
Manvel Gamburyan,Nate Diaz,win,2007,http://www.ufcstats.com/event-details/e7ec11096eac0282
Jens Pulver,BJ Penn,win,2007,http://www.ufcstats.com/event-details/e7ec11096eac0282
Mark Bocek,Frankie Edgar,win,2007,http://www.ufcstats.com/event-details/2a6f8136da1e52c0
Jason Gilliam,Chris Lytle,win,2007,http://www.ufcstats.com/event-details/2a6f8136da1e52c0
Diego Saraiva,Jorge Gurgel,win,2007,http://www.ufcstats.com/event-details/2a6f8136da1e52c0
Mike Nickels,Stephan Bonnar,win,2007,http://www.ufcstats.com/event-details/2a6f8136da1e52c0
Heath Herring,Antonio Rodrigo Nogueira,win,2007,http://www.ufcstats.com/event-details/2a6f8136da1e52c0
Hermes Franca,Sean Sherk,win,2007,http://www.ufcstats.com/event-details/2a6f8136da1e52c0
Tito Ortiz,Rashad Evans,draw,2007,http://www.ufcstats.com/event-details/2a6f8136da1e52c0
Nate Marquardt,Anderson Silva,win,2007,http://www.ufcstats.com/event-details/2a6f8136da1e52c0
Alvin Robinson,Kenny Florian,win,2007,http://www.ufcstats.com/event-details/2a6f8136da1e52c0
Marcus Aurelio,Clay Guida,win,2007,http://www.ufcstats.com/event-details/a5c53b3ddb31cc7d
Ryan Jensen,Thales Leites,win,2007,http://www.ufcstats.com/event-details/a5c53b3ddb31cc7d
Antoni Hardonk,Frank Mir,win,2007,http://www.ufcstats.com/event-details/a5c53b3ddb31cc7d
David Heath,Renato Sobral,win,2007,http://www.ufcstats.com/event-details/a5c53b3ddb31cc7d
Kendall Grove,Patrick Cote,win,2007,http://www.ufcstats.com/event-details/a5c53b3ddb31cc7d
Kurt Pellegrino,Joe Stevenson,win,2007,http://www.ufcstats.com/event-details/a5c53b3ddb31cc7d
Alberto Crane,Roger Huerta,win,2007,http://www.ufcstats.com/event-details/a5c53b3ddb31cc7d
Josh Koscheck,Georges St-Pierre,win,2007,http://www.ufcstats.com/event-details/a5c53b3ddb31cc7d
Gabriel Gonzaga,Randy Couture,win,2007,http://www.ufcstats.com/event-details/a5c53b3ddb31cc7d
Anthony Torres,Jess Liaudin,win,2007,http://www.ufcstats.com/event-details/0aa92558424ced9e
Naoyuki Kotani,Dennis Siver,win,2007,http://www.ufcstats.com/event-details/0aa92558424ced9e
Tomasz Drwal,Thiago Silva,win,2007,http://www.ufcstats.com/event-details/0aa92558424ced9e
Terry Etim,Gleison Tibau,win,2007,http://www.ufcstats.com/event-details/0aa92558424ced9e
Alessio Sakara,Houston Alexander,win,2007,http://www.ufcstats.com/event-details/0aa92558424ced9e
Paul Taylor,Marcus Davis,win,2007,http://www.ufcstats.com/event-details/0aa92558424ced9e
Mirko Filipovic,Cheick Kongo,win,2007,http://www.ufcstats.com/event-details/0aa92558424ced9e
Matt Hamill,Michael Bisping,win,2007,http://www.ufcstats.com/event-details/0aa92558424ced9e
Dan Henderson,Quinton Jackson,win,2007,http://www.ufcstats.com/event-details/0aa92558424ced9e
Jonathan Goulet,Dustin Hazelett,win,2007,http://www.ufcstats.com/event-details/f341f9551ba744e2
Kuniyoshi Hironaka,Thiago Alves,win,2007,http://www.ufcstats.com/event-details/f341f9551ba744e2
Joe Veres,Gray Maynard,win,2007,http://www.ufcstats.com/event-details/f341f9551ba744e2
Leonard Garcia,Cole Miller,win,2007,http://www.ufcstats.com/event-details/f341f9551ba744e2
Edilberto de Oliveira,Luke Cummo,win,2007,http://www.ufcstats.com/event-details/f341f9551ba744e2
Pete Sell,Nate Quarry,win,2007,http://www.ufcstats.com/event-details/f341f9551ba744e2
Junior Assuncao,Nate Diaz,win,2007,http://www.ufcstats.com/event-details/f341f9551ba744e2
Terry Martin,Chris Leben,win,2007,http://www.ufcstats.com/event-details/f341f9551ba744e2
Din Thomas,Kenny Florian,win,2007,http://www.ufcstats.com/event-details/f341f9551ba744e2
Michihiro Omigawa,Matt Wiman,win,2007,http://www.ufcstats.com/event-details/bad28b7b34f334de
Scott Junk,Christian Wellisch,win,2007,http://www.ufcstats.com/event-details/bad28b7b34f334de
Diego Saraiva,Jeremy Stephens,win,2007,http://www.ufcstats.com/event-details/bad28b7b34f334de
Anthony Johnson,Rich Clementi,win,2007,http://www.ufcstats.com/event-details/bad28b7b34f334de
Thiago Tavares,Tyson Griffin,win,2007,http://www.ufcstats.com/event-details/bad28b7b34f334de
Kazuhiro Nakamura,Lyoto Machida,win,2007,http://www.ufcstats.com/event-details/bad28b7b34f334de
Diego Sanchez,Jon Fitch,win,2007,http://www.ufcstats.com/event-details/bad28b7b34f334de
Mauricio Rua,Forrest Griffin,win,2007,http://www.ufcstats.com/event-details/bad28b7b34f334de
Chuck Liddell,Keith Jardine,win,2007,http://www.ufcstats.com/event-details/bad28b7b34f334de
Jason Black,Matt Grice,win,2007,http://www.ufcstats.com/event-details/91181b29be041f1c
Forrest Petz,Joshua Burkman,win,2007,http://www.ufcstats.com/event-details/91181b29be041f1c
Ryan Jensen,Demian Maia,win,2007,http://www.ufcstats.com/event-details/91181b29be041f1c
Jason MacDonald,Yushin Okami,win,2007,http://www.ufcstats.com/event-details/91181b29be041f1c
Kalib Starnes,Alan Belcher,win,2007,http://www.ufcstats.com/event-details/91181b29be041f1c
Eric Schafer,Stephan Bonnar,win,2007,http://www.ufcstats.com/event-details/91181b29be041f1c
Jorge Gurgel,Alvin Robinson,win,2007,http://www.ufcstats.com/event-details/91181b29be041f1c
Brandon Vera,Tim Sylvia,win,2007,http://www.ufcstats.com/event-details/91181b29be041f1c
Rich Franklin,Anderson Silva,win,2007,http://www.ufcstats.com/event-details/91181b29be041f1c
Tamdan McCrory,Akihiro Gono,win,2007,http://www.ufcstats.com/event-details/1d147d4163a6989b
Luke Caudillo,Marcus Aurelio,win,2007,http://www.ufcstats.com/event-details/1d147d4163a6989b
Jason Reinhardt,Joe Lauzon,win,2007,http://www.ufcstats.com/event-details/1d147d4163a6989b
Chris Lytle,Thiago Alves,win,2007,http://www.ufcstats.com/event-details/1d147d4163a6989b
Spencer Fisher,Frankie Edgar,win,2007,http://www.ufcstats.com/event-details/1d147d4163a6989b
Joe Doerksen,Ed Herman,win,2007,http://www.ufcstats.com/event-details/1d147d4163a6989b
Ryo Chonan,Karo Parisyan,win,2007,http://www.ufcstats.com/event-details/1d147d4163a6989b
Houston Alexander,Thiago Silva,win,2007,http://www.ufcstats.com/event-details/1d147d4163a6989b
Michael Bisping,Rashad Evans,win,2007,http://www.ufcstats.com/event-details/1d147d4163a6989b
Paul Georgieff,Jonathan Goulet,win,2007,http://www.ufcstats.com/event-details/df85d6ec3493d120
Dorian Price,Roman Mitichyan,win,2007,http://www.ufcstats.com/event-details/df85d6ec3493d120
John Kolosci,Matt Arroyo,win,2007,http://www.ufcstats.com/event-details/df85d6ec3493d120
Richie Hightower,Troy Mandaloniz,win,2007,http://www.ufcstats.com/event-details/df85d6ec3493d120
Dan Barrera,Ben Saunders,win,2007,http://www.ufcstats.com/event-details/df85d6ec3493d120
Billy Miles,George Sotiropoulos,win,2007,http://www.ufcstats.com/event-details/df85d6ec3493d120
Jared Rollins,War Machine,win,2007,http://www.ufcstats.com/event-details/df85d6ec3493d120
Tommy Speer,Mac Danzig,win,2007,http://www.ufcstats.com/event-details/df85d6ec3493d120
Clay Guida,Roger Huerta,win,2007,http://www.ufcstats.com/event-details/df85d6ec3493d120
Doug Evans,Mark Bocek,win,2007,http://www.ufcstats.com/event-details/7269329bd87eb479
Tony DeSouza,Roan Carneiro,win,2007,http://www.ufcstats.com/event-details/7269329bd87eb479
Jordan Radev,Dean Lister,win,2007,http://www.ufcstats.com/event-details/7269329bd87eb479
Nate Mohr,Manvel Gamburyan,win,2007,http://www.ufcstats.com/event-details/7269329bd87eb479
Luiz Cane,James Irvin,win,2007,http://www.ufcstats.com/event-details/7269329bd87eb479
Melvin Guillard,Rich Clementi,win,2007,http://www.ufcstats.com/event-details/7269329bd87eb479
Rameau Thierry Sokoudjou,Lyoto Machida,win,2007,http://www.ufcstats.com/event-details/7269329bd87eb479
Soa Palelei,Eddie Sanchez,win,2007,http://www.ufcstats.com/event-details/7269329bd87eb479
Wanderlei Silva,Chuck Liddell,win,2007,http://www.ufcstats.com/event-details/7269329bd87eb479
Matt Hughes,Georges St-Pierre,win,2007,http://www.ufcstats.com/event-details/7269329bd87eb479
Per Eklund,Sam Stout,win,2008,http://www.ufcstats.com/event-details/a24e080000fa7a35
James Lee,Alessio Sakara,win,2008,http://www.ufcstats.com/event-details/a24e080000fa7a35
Paul Taylor,Paul Kelly,win,2008,http://www.ufcstats.com/event-details/a24e080000fa7a35
Colin Robinson,Antoni Hardonk,win,2008,http://www.ufcstats.com/event-details/a24e080000fa7a35
Kendall Grove,Jorge Rivera,win,2008,http://www.ufcstats.com/event-details/a24e080000fa7a35
Jason Lambert,Wilson Gouveia,win,2008,http://www.ufcstats.com/event-details/a24e080000fa7a35
Jess Liaudin,Marcus Davis,win,2008,http://www.ufcstats.com/event-details/a24e080000fa7a35
Gabriel Gonzaga,Fabricio Werdum,win,2008,http://www.ufcstats.com/event-details/a24e080000fa7a35
