loser,winner,result,year,link
Teemu Packalen,Marc Diakiese,win,2017,http://www.ufcstats.com/event-details/c0231720fe516994
Vicente Luque,Leon Edwards,win,2017,http://www.ufcstats.com/event-details/c0231720fe516994
Daniel Omielanczuk,Timothy Johnson,win,2017,http://www.ufcstats.com/event-details/c0231720fe516994
Darren Stewart,Francimar Barroso,win,2017,http://www.ufcstats.com/event-details/c0231720fe516994
Reza Madadi,Joe Duffy,win,2017,http://www.ufcstats.com/event-details/c0231720fe516994
Makwan Amirkhani,Arnold Allen,win,2017,http://www.ufcstats.com/event-details/c0231720fe516994
Brad Pickett,Marlon Vera,win,2017,http://www.ufcstats.com/event-details/c0231720fe516994
Alan Jouban,Gunnar Nelson,win,2017,http://www.ufcstats.com/event-details/c0231720fe516994
Corey Anderson,Jimi Manuwa,win,2017,http://www.ufcstats.com/event-details/c0231720fe516994
Jenel Lausa,Bibulatov Magomed,win,2017,http://www.ufcstats.com/event-details/e7bfdb5e0112891e
Irene Aldana,Katlyn Chookagian,win,2017,http://www.ufcstats.com/event-details/e7bfdb5e0112891e
Josh Emmett,Desmond Green,win,2017,http://www.ufcstats.com/event-details/e7bfdb5e0112891e
Andrew Holbrook,Gregor Gillespie,win,2017,http://www.ufcstats.com/event-details/e7bfdb5e0112891e
Jan Blachowicz,Patrick Cummins,win,2017,http://www.ufcstats.com/event-details/e7bfdb5e0112891e
Charles Rosa,Shane Burgos,win,2017,http://www.ufcstats.com/event-details/e7bfdb5e0112891e
Sean Strickland,Kamaru Usman,win,2017,http://www.ufcstats.com/event-details/e7bfdb5e0112891e
Mike de la Torre,Myles Jury,win,2017,http://www.ufcstats.com/event-details/e7bfdb5e0112891e
Will Brooks,Charles Oliveira,win,2017,http://www.ufcstats.com/event-details/e7bfdb5e0112891e
Patrick Cote,Thiago Alves,win,2017,http://www.ufcstats.com/event-details/e7bfdb5e0112891e
Pearl Gonzalez,Cynthia Calvillo,win,2017,http://www.ufcstats.com/event-details/e7bfdb5e0112891e
Chris Weidman,Gegard Mousasi,win,2017,http://www.ufcstats.com/event-details/e7bfdb5e0112891e
Anthony Johnson,Daniel Cormier,win,2017,http://www.ufcstats.com/event-details/e7bfdb5e0112891e
Ashlee Evans-Smith,Ketlen Vieira,win,2017,http://www.ufcstats.com/event-details/ed069a95aaaf4f56
Nathan Coy,Zak Cummings,win,2017,http://www.ufcstats.com/event-details/ed069a95aaaf4f56
Andrew Sanchez,Anthony Smith,win,2017,http://www.ufcstats.com/event-details/ed069a95aaaf4f56
Jake Collier,Devin Clark,win,2017,http://www.ufcstats.com/event-details/ed069a95aaaf4f56
Augusto Mendes,Aljamain Sterling,win,2017,http://www.ufcstats.com/event-details/ed069a95aaaf4f56
Louis Smolka,Tim Elliott,win,2017,http://www.ufcstats.com/event-details/ed069a95aaaf4f56
Bobby Green,Rashid Magomedov,win,2017,http://www.ufcstats.com/event-details/ed069a95aaaf4f56
Patrick Williams,Tom Duquesnoy,win,2017,http://www.ufcstats.com/event-details/ed069a95aaaf4f56
Roy Nelson,Alexander Volkov,win,2017,http://www.ufcstats.com/event-details/ed069a95aaaf4f56
Jeremy Stephens,Renato Moicano,win,2017,http://www.ufcstats.com/event-details/ed069a95aaaf4f56
Jacare Souza,Robert Whittaker,win,2017,http://www.ufcstats.com/event-details/ed069a95aaaf4f56
Michelle Waterson-Gomez,Rose Namajunas,win,2017,http://www.ufcstats.com/event-details/ed069a95aaaf4f56
Wilson Reis,Demetrious Johnson,win,2017,http://www.ufcstats.com/event-details/ed069a95aaaf4f56
Matt Schnell,Hector Sandoval,win,2017,http://www.ufcstats.com/event-details/bc7f7f0ba3db74d2
Joe Proctor,Bryan Barberena,win,2017,http://www.ufcstats.com/event-details/bc7f7f0ba3db74d2
Cindy Dandois,Alexis Davis,win,2017,http://www.ufcstats.com/event-details/bc7f7f0ba3db74d2
Jessica Penne,Danielle Taylor,win,2017,http://www.ufcstats.com/event-details/bc7f7f0ba3db74d2
Michael McBride,Scott Holtzman,win,2017,http://www.ufcstats.com/event-details/bc7f7f0ba3db74d2
Dustin Ortiz,Brandon Moreno,win,2017,http://www.ufcstats.com/event-details/bc7f7f0ba3db74d2
Sam Alvey,Thales Leites,win,2017,http://www.ufcstats.com/event-details/bc7f7f0ba3db74d2
Jake Ellenberger,Mike Perry,win,2017,http://www.ufcstats.com/event-details/bc7f7f0ba3db74d2
Joe Lauzon,Stevie Ray,win,2017,http://www.ufcstats.com/event-details/bc7f7f0ba3db74d2
Eddie Wineland,John Dodson,win,2017,http://www.ufcstats.com/event-details/bc7f7f0ba3db74d2
Marcos Rogerio de Lima,Ovince Saint Preux,win,2017,http://www.ufcstats.com/event-details/bc7f7f0ba3db74d2
Diego Sanchez,Al Iaquinta,win,2017,http://www.ufcstats.com/event-details/bc7f7f0ba3db74d2
Artem Lobov,Cub Swanson,win,2017,http://www.ufcstats.com/event-details/bc7f7f0ba3db74d2
Joachim Christensen,Gadzhimurad Antigulov,win,2017,http://www.ufcstats.com/event-details/5df10509264586e5
Gabriel Benitez,Enrique Barzola,win,2017,http://www.ufcstats.com/event-details/5df10509264586e5
Jessica Aguilar,Cortney Casey,win,2017,http://www.ufcstats.com/event-details/5df10509264586e5
Marco Polo Reyes,James Vick,win,2017,http://www.ufcstats.com/event-details/5df10509264586e5
Rashad Coulter,Chase Sherman,win,2017,http://www.ufcstats.com/event-details/5df10509264586e5
Chas Skelly,Jason Knight,win,2017,http://www.ufcstats.com/event-details/5df10509264586e5
Dustin Poirier,Eddie Alvarez,nc,2017,http://www.ufcstats.com/event-details/5df10509264586e5
Krzysztof Jotko,David Branch,win,2017,http://www.ufcstats.com/event-details/5df10509264586e5
Yair Rodriguez,Frankie Edgar,win,2017,http://www.ufcstats.com/event-details/5df10509264586e5
Jorge Masvidal,Demian Maia,win,2017,http://www.ufcstats.com/event-details/5df10509264586e5
Jessica Andrade,Joanna Jedrzejczyk,win,2017,http://www.ufcstats.com/event-details/5df10509264586e5
Junior Dos Santos,Stipe Miocic,win,2017,http://www.ufcstats.com/event-details/5df10509264586e5
Marcin Held,Damir Hadzovic,win,2017,http://www.ufcstats.com/event-details/1c7cce2f5c17160d
Jessin Ayari,Darren Till,win,2017,http://www.ufcstats.com/event-details/1c7cce2f5c17160d
Nicholas Musoke,Bojan Velickovic,win,2017,http://www.ufcstats.com/event-details/1c7cce2f5c17160d
Reza Madadi,Joaquim Silva,win,2017,http://www.ufcstats.com/event-details/1c7cce2f5c17160d
Chris Camozzi,Trevor Smith,win,2017,http://www.ufcstats.com/event-details/1c7cce2f5c17160d
Damian Stasiak,Pedro Munhoz,win,2017,http://www.ufcstats.com/event-details/1c7cce2f5c17160d
Alex Nicholson,Jack Hermansson,win,2017,http://www.ufcstats.com/event-details/1c7cce2f5c17160d
Oliver Enkamp,Nordine Taleb,win,2017,http://www.ufcstats.com/event-details/1c7cce2f5c17160d
Abdul Razak Alhassan,Omari Akhmedov,win,2017,http://www.ufcstats.com/event-details/1c7cce2f5c17160d
Ben Saunders,Peter Sobotta,win,2017,http://www.ufcstats.com/event-details/1c7cce2f5c17160d
Misha Cirkunov,Volkan Oezdemir,win,2017,http://www.ufcstats.com/event-details/1c7cce2f5c17160d
Glover Teixeira,Alexander Gustafsson,win,2017,http://www.ufcstats.com/event-details/1c7cce2f5c17160d
Marco Beltran,Deiveson Figueiredo,win,2017,http://www.ufcstats.com/event-details/1507214bbc7a79e2
Jim Wallhead,Luan Chagas,win,2017,http://www.ufcstats.com/event-details/1507214bbc7a79e2
Jamie Moyle,Viviane Pereira,win,2017,http://www.ufcstats.com/event-details/1507214bbc7a79e2
Iuri Alcantara,Brian Kelleher,win,2017,http://www.ufcstats.com/event-details/1507214bbc7a79e2
Johnny Eduardo,Matthew Lopez,win,2017,http://www.ufcstats.com/event-details/1507214bbc7a79e2
Eric Spicely,Antonio Carlos Junior,win,2017,http://www.ufcstats.com/event-details/1507214bbc7a79e2
Marlon Moraes,Raphael Assuncao,win,2017,http://www.ufcstats.com/event-details/1507214bbc7a79e2
Erick Silva,Yancy Medeiros,win,2017,http://www.ufcstats.com/event-details/1507214bbc7a79e2
Oluwale Bamgbose,Paulo Costa,win,2017,http://www.ufcstats.com/event-details/1507214bbc7a79e2
Nate Marquardt,Vitor Belfort,win,2017,http://www.ufcstats.com/event-details/1507214bbc7a79e2
Karolina Kowalkiewicz,Claudia Gadelha,win,2017,http://www.ufcstats.com/event-details/1507214bbc7a79e2
Jose Aldo,Max Holloway,win,2017,http://www.ufcstats.com/event-details/1507214bbc7a79e2
Chan-Mi Jeon,JJ Aldrich,win,2017,http://www.ufcstats.com/event-details/90e7447d8b7f3f35
Kiichi Kunimoto,Zak Ottow,win,2017,http://www.ufcstats.com/event-details/90e7447d8b7f3f35
Ashkan Mokhtarian,John Moraga,win,2017,http://www.ufcstats.com/event-details/90e7447d8b7f3f35
Dominique Steele,Luke Jumeau,win,2017,http://www.ufcstats.com/event-details/90e7447d8b7f3f35
Damien Brown,Vinc Pichel,win,2017,http://www.ufcstats.com/event-details/90e7447d8b7f3f35
Mizuto Hirota,Alexander Volkanovski,win,2017,http://www.ufcstats.com/event-details/90e7447d8b7f3f35
Tim Elliott,Ben Nguyen,win,2017,http://www.ufcstats.com/event-details/90e7447d8b7f3f35
Henrique da Silva,Ion Cutelaba,win,2017,http://www.ufcstats.com/event-details/90e7447d8b7f3f35
Ross Pearson,Dan Hooker,win,2017,http://www.ufcstats.com/event-details/90e7447d8b7f3f35
Daniel Kelly,Derek Brunson,win,2017,http://www.ufcstats.com/event-details/90e7447d8b7f3f35
Derrick Lewis,Mark Hunt,win,2017,http://www.ufcstats.com/event-details/90e7447d8b7f3f35
Ji Yeon Kim,Lucie Pudilova,win,2017,http://www.ufcstats.com/event-details/353de740bb6c7e75
Carls John De Tomas,Naoki Inoue,win,2017,http://www.ufcstats.com/event-details/353de740bb6c7e75
Kwan Ho Kwak,Russell Doane,win,2017,http://www.ufcstats.com/event-details/353de740bb6c7e75
Frank Camacho,Li Jingliang,win,2017,http://www.ufcstats.com/event-details/353de740bb6c7e75
Justin Scoggins,Yuta Sasaki,win,2017,http://www.ufcstats.com/event-details/353de740bb6c7e75
Rolando Dy,Alex Caceres,win,2017,http://www.ufcstats.com/event-details/353de740bb6c7e75
Cyril Asker,Walt Harris,win,2017,http://www.ufcstats.com/event-details/353de740bb6c7e75
Takanori Gomi,Jon Tuck,win,2017,http://www.ufcstats.com/event-details/353de740bb6c7e75
Tarec Saffiedine,Rafael Dos Anjos,win,2017,http://www.ufcstats.com/event-details/353de740bb6c7e75
Dong Hyun Kim,Colby Covington,win,2017,http://www.ufcstats.com/event-details/353de740bb6c7e75
Andrei Arlovski,Marcin Tybura,win,2017,http://www.ufcstats.com/event-details/353de740bb6c7e75
Bethe Correia,Holly Holm,win,2017,http://www.ufcstats.com/event-details/353de740bb6c7e75
Josh Stansbury,Jeremy Kimball,win,2017,http://www.ufcstats.com/event-details/99bf06f20491cb54
Johnny Case,Anthony Rocco Martin,win,2017,http://www.ufcstats.com/event-details/99bf06f20491cb54
Michel Quinones,Jared Gordon,win,2017,http://www.ufcstats.com/event-details/99bf06f20491cb54
Devin Powell,Darrell Horcher,win,2017,http://www.ufcstats.com/event-details/99bf06f20491cb54
Maryna Moroz,Carla Esparza,win,2017,http://www.ufcstats.com/event-details/99bf06f20491cb54
Vitor Miranda,Marvin Vettori,win,2017,http://www.ufcstats.com/event-details/99bf06f20491cb54
Erik Koch,Clay Guida,win,2017,http://www.ufcstats.com/event-details/99bf06f20491cb54
BJ Penn,Dennis Siver,win,2017,http://www.ufcstats.com/event-details/99bf06f20491cb54
Alex Garcia,Tim Means,win,2017,http://www.ufcstats.com/event-details/99bf06f20491cb54
Joachim Christensen,Dominick Reyes,win,2017,http://www.ufcstats.com/event-details/99bf06f20491cb54
Justine Kish,Felice Herrig,win,2017,http://www.ufcstats.com/event-details/99bf06f20491cb54
Johny Hendricks,Tim Boetsch,win,2017,http://www.ufcstats.com/event-details/99bf06f20491cb54
Michael Chiesa,Kevin Lee,win,2017,http://www.ufcstats.com/event-details/99bf06f20491cb54
Teruto Ishihara,Gray Maynard,win,2017,http://www.ufcstats.com/event-details/23bd78c3f89bdb54
Juliana Lima,Tecia Torres,win,2017,http://www.ufcstats.com/event-details/23bd78c3f89bdb54
Ed Herman,CB Dollaway,win,2017,http://www.ufcstats.com/event-details/23bd78c3f89bdb54
Tom Gallicchio,James Krause,win,2017,http://www.ufcstats.com/event-details/23bd78c3f89bdb54
Ashley Yoder,Angela Hill,win,2017,http://www.ufcstats.com/event-details/23bd78c3f89bdb54
Marcel Fortuna,Jordan Johnson,win,2017,http://www.ufcstats.com/event-details/23bd78c3f89bdb54
Elias Theodorou,Brad Tavares,win,2017,http://www.ufcstats.com/event-details/23bd78c3f89bdb54
Nick Roehrick,Jared Cannonier,win,2017,http://www.ufcstats.com/event-details/23bd78c3f89bdb54
Marc Diakiese,Drakkar Klose,win,2017,http://www.ufcstats.com/event-details/23bd78c3f89bdb54
Dhiego Lima,Jesse Taylor,win,2017,http://www.ufcstats.com/event-details/23bd78c3f89bdb54
Michael Johnson,Justin Gaethje,win,2017,http://www.ufcstats.com/event-details/23bd78c3f89bdb54
James Bochnovic,Trevin Giles,win,2017,http://www.ufcstats.com/event-details/686cccbf1a4de453
Terrion Ware,Cody Stamann,win,2017,http://www.ufcstats.com/event-details/686cccbf1a4de453
Jordan Mein,Belal Muhammad,win,2017,http://www.ufcstats.com/event-details/686cccbf1a4de453
Gerald Meerschaert,Thiago Santos,win,2017,http://www.ufcstats.com/event-details/686cccbf1a4de453
Brian Camozzi,Chad Laprise,win,2017,http://www.ufcstats.com/event-details/686cccbf1a4de453
Travis Browne,Aleksei Oleinik,win,2017,http://www.ufcstats.com/event-details/686cccbf1a4de453
Douglas Silva de Andrade,Rob Font,win,2017,http://www.ufcstats.com/event-details/686cccbf1a4de453
Jim Miller,Anthony Pettis,win,2017,http://www.ufcstats.com/event-details/686cccbf1a4de453
Daniel Omielanczuk,Curtis Blaydes,win,2017,http://www.ufcstats.com/event-details/686cccbf1a4de453
Fabricio Werdum,Alistair Overeem,win,2017,http://www.ufcstats.com/event-details/686cccbf1a4de453
Yoel Romero,Robert Whittaker,win,2017,http://www.ufcstats.com/event-details/686cccbf1a4de453
Amanda Lemos,Leslie Smith,win,2017,http://www.ufcstats.com/event-details/d7907a9a968e4d29
Albert Morales,Brett Johns,win,2017,http://www.ufcstats.com/event-details/d7907a9a968e4d29
Daniel Teymur,Danny Henry,win,2017,http://www.ufcstats.com/event-details/d7907a9a968e4d29
Charlie Ward,Galore Bofando,win,2017,http://www.ufcstats.com/event-details/d7907a9a968e4d29
Neil Seery,Alexandre Pantoja,win,2017,http://www.ufcstats.com/event-details/d7907a9a968e4d29
Bobby Nash,Danny Roberts,win,2017,http://www.ufcstats.com/event-details/d7907a9a968e4d29
James Mulheron,Justin Willis,win,2017,http://www.ufcstats.com/event-details/d7907a9a968e4d29
Paul Craig,Khalil Rountree Jr.,win,2017,http://www.ufcstats.com/event-details/d7907a9a968e4d29
Ryan Janes,Jack Marshman,win,2017,http://www.ufcstats.com/event-details/d7907a9a968e4d29
Stevie Ray,Paul Felder,win,2017,http://www.ufcstats.com/event-details/d7907a9a968e4d29
Joanne Wood,Cynthia Calvillo,win,2017,http://www.ufcstats.com/event-details/d7907a9a968e4d29
Gunnar Nelson,Santiago Ponzinibbio,win,2017,http://www.ufcstats.com/event-details/d7907a9a968e4d29
Frankie Perez,Chris Wade,win,2017,http://www.ufcstats.com/event-details/9f3d6ddef3d3cccc
Godofredo Pepey,Shane Burgos,win,2017,http://www.ufcstats.com/event-details/9f3d6ddef3d3cccc
Timothy Johnson,Junior Albini,win,2017,http://www.ufcstats.com/event-details/9f3d6ddef3d3cccc
Brian Kelleher,Marlon Vera,win,2017,http://www.ufcstats.com/event-details/9f3d6ddef3d3cccc
Kyle Bochniak,Jeremy Kennedy,win,2017,http://www.ufcstats.com/event-details/9f3d6ddef3d3cccc
Damian Grabowski,Chase Sherman,win,2017,http://www.ufcstats.com/event-details/9f3d6ddef3d3cccc
Ryan LaFlare,Alex Oliveira,win,2017,http://www.ufcstats.com/event-details/9f3d6ddef3d3cccc
Rafael Natal,Eryk Anders,win,2017,http://www.ufcstats.com/event-details/9f3d6ddef3d3cccc
Lyman Good,Elizeu Zaleski dos Santos,win,2017,http://www.ufcstats.com/event-details/9f3d6ddef3d3cccc
Thomas Almeida,Jimmie Rivera,win,2017,http://www.ufcstats.com/event-details/9f3d6ddef3d3cccc
Gian Villante,Patrick Cummins,win,2017,http://www.ufcstats.com/event-details/9f3d6ddef3d3cccc
Dennis Bermudez,Darren Elkins,win,2017,http://www.ufcstats.com/event-details/9f3d6ddef3d3cccc
Kelvin Gastelum,Chris Weidman,win,2017,http://www.ufcstats.com/event-details/9f3d6ddef3d3cccc
Joshua Burkman,Drew Dober,win,2017,http://www.ufcstats.com/event-details/ff9578cdbfabd323
Eric Shelton,Jarred Brooks,win,2017,http://www.ufcstats.com/event-details/ff9578cdbfabd323
Kailin Curran,Aleksandra Albu,win,2017,http://www.ufcstats.com/event-details/ff9578cdbfabd323
Andre Fili,Calvin Kattar,win,2017,http://www.ufcstats.com/event-details/ff9578cdbfabd323
Renato Moicano,Brian Ortega,win,2017,http://www.ufcstats.com/event-details/ff9578cdbfabd323
Renan Barao,Aljamain Sterling,win,2017,http://www.ufcstats.com/event-details/ff9578cdbfabd323
Jason Knight,Ricardo Lamas,win,2017,http://www.ufcstats.com/event-details/ff9578cdbfabd323
Jimi Manuwa,Volkan Oezdemir,win,2017,http://www.ufcstats.com/event-details/ff9578cdbfabd323
Donald Cerrone,Robbie Lawler,win,2017,http://www.ufcstats.com/event-details/ff9578cdbfabd323
Tonya Evinger,Cristiane Justino,win,2017,http://www.ufcstats.com/event-details/ff9578cdbfabd323
Demian Maia,Tyron Woodley,win,2017,http://www.ufcstats.com/event-details/ff9578cdbfabd323
Jon Jones,Daniel Cormier,nc,2017,http://www.ufcstats.com/event-details/ff9578cdbfabd323
Alvaro Herrera Mendoza,Jordan Rinaldi,win,2017,http://www.ufcstats.com/event-details/f4a031ac205ac580
Robert Sanchez,Joseph Morales,win,2017,http://www.ufcstats.com/event-details/f4a031ac205ac580
Diego Rivas,Jose Quinonez,win,2017,http://www.ufcstats.com/event-details/f4a031ac205ac580
Henry Briones,Rani Yahya,win,2017,http://www.ufcstats.com/event-details/f4a031ac205ac580
Hector Sandoval,Dustin Ortiz,win,2017,http://www.ufcstats.com/event-details/f4a031ac205ac580
Brad Scott,Jack Hermansson,win,2017,http://www.ufcstats.com/event-details/f4a031ac205ac580
Andre Soukhamthath,Alejandro Perez,win,2017,http://www.ufcstats.com/event-details/f4a031ac205ac580
Rashad Evans,Sam Alvey,win,2017,http://www.ufcstats.com/event-details/f4a031ac205ac580
Martin Bravo,Humberto Bandenay,win,2017,http://www.ufcstats.com/event-details/f4a031ac205ac580
Alan Jouban,Niko Price,win,2017,http://www.ufcstats.com/event-details/f4a031ac205ac580
Randa Markos,Alexa Grasso,win,2017,http://www.ufcstats.com/event-details/f4a031ac205ac580
Brandon Moreno,Sergio Pettis,win,2017,http://www.ufcstats.com/event-details/f4a031ac205ac580
Andrew Holbrook,Thibault Gouti,win,2017,http://www.ufcstats.com/event-details/a3244e3238541482
Bojan Mihajlovic,Abdul-Kerim Edilov,win,2017,http://www.ufcstats.com/event-details/a3244e3238541482
Mike Santiago,Zabit Magomedsharipov,win,2017,http://www.ufcstats.com/event-details/a3244e3238541482
Francimar Barroso,Aleksandar Rakic,win,2017,http://www.ufcstats.com/event-details/a3244e3238541482
Desmond Green,Rustam Khabilov,win,2017,http://www.ufcstats.com/event-details/a3244e3238541482
Mads Burnell,Michel Prazeres,win,2017,http://www.ufcstats.com/event-details/a3244e3238541482
Felipe Silva,Mairbek Taisumov,win,2017,http://www.ufcstats.com/event-details/a3244e3238541482
Bojan Velickovic,Darren Till,win,2017,http://www.ufcstats.com/event-details/a3244e3238541482
Bryan Barberena,Leon Edwards,win,2017,http://www.ufcstats.com/event-details/a3244e3238541482
Talita Bernardo,Marion Reneau,win,2017,http://www.ufcstats.com/event-details/a3244e3238541482
Rob Wilkinson,Siyar Bahadurzada,win,2017,http://www.ufcstats.com/event-details/a3244e3238541482
Stefan Struve,Alexander Volkov,win,2017,http://www.ufcstats.com/event-details/a3244e3238541482
Adriano Martins,Kajan Johnson,win,2017,http://www.ufcstats.com/event-details/d86e913c548c07c2
Luis Henrique,Arjan Bhullar,win,2017,http://www.ufcstats.com/event-details/d86e913c548c07c2
Mitch Clarke,Alex White,win,2017,http://www.ufcstats.com/event-details/d86e913c548c07c2
Gavin Tucker,Ricky Glenn,win,2017,http://www.ufcstats.com/event-details/d86e913c548c07c2
Ashlee Evans-Smith,Sarah Moras,win,2017,http://www.ufcstats.com/event-details/d86e913c548c07c2
Sara McMann,Ketlen Vieira,win,2017,http://www.ufcstats.com/event-details/d86e913c548c07c2
Gilbert Melendez,Jeremy Stephens,win,2017,http://www.ufcstats.com/event-details/d86e913c548c07c2
Tyson Pedro,Ilir Latifi,win,2017,http://www.ufcstats.com/event-details/d86e913c548c07c2
